"Id"	"Prompt"	"Wavfile"	"RecResult"	"Transcription"	"language"	"meaning"
"2335"	"Frag: 1 Ticket"	"user-57_2014-11-07_11-18-23_utt_043.wav"	"i would like one ticket"	"i would like one ticket"	"correct"	"correct"
"2336"	"Frag: einen Tee"	"user-57_2014-11-07_11-18-23_utt_047.wav"	"i want a tea"	"i want a tea"	"correct"	"correct"
"2337"	"Frag: ein Steak"	"user-57_2014-11-07_11-18-23_utt_048.wav"	"i would like the steak"	"i would like the steak"	"correct"	"correct"
"2338"	"Frag: mein Steak durchgebraten"	"user-57_2014-11-07_11-18-23_utt_049.wav"	"i would like my steak leave cake boots brothers"	"i would like my steak*z steak*z gut*v gebraten*v"	"incorrect"	"incorrect"
"2341"	"Frag: die Tagessuppe"	"user-57_2014-11-07_11-18-23_utt_052.wav"	"i would like the soup of the day"	"i would like the soup*z of the day"	"correct"	"correct"
"2343"	"Frag: Ich möchte die Dessertkarte"	"user-57_2014-11-07_11-18-23_utt_056.wav"	"the dessert menu"	"the dessert menu"	"correct"	"correct"
"2344"	"Frag: Ich möchte die Dessertkarte"	"user-57_2014-11-07_11-18-23_utt_057.wav"	"the dessert menu"	"the dessert menu"	"correct"	"correct"
"2345"	"Frag: Ich möchte die Dessertkarte"	"user-57_2014-11-07_11-18-23_utt_058.wav"	"the dessert menu"	"the dessert menu"	"correct"	"correct"
"2346"	"Frag: Wo ist das British Museum?"	"user-57_2014-11-07_11-18-23_utt_061.wav"	"where is the british museum"	"where is the british museum"	"correct"	"correct"
"2348"	"Frag: Welcher Bus fährt dorthin?"	"user-57_2014-11-07_11-18-23_utt_063.wav"	"which bus goes there"	"which bus goes there"	"correct"	"correct"
"2349"	"Sag: Big Ben ist neben den Houses of Parliament"	"user-57_2014-11-07_11-18-23_utt_065.wav"	"big ben is near the houses of parliament"	"big ben is near the house of parliament*z"	"incorrect"	"incorrect"
"2350"	"Sag: Ich muss gehen"	"user-57_2014-11-07_11-18-23_utt_067.wav"	"i want to go"	"i want to go"	"correct"	"correct"
"2351"	"Sag: Ich muss gehen"	"user-57_2014-11-07_11-18-23_utt_068.wav"	"i want to go"	"i want to go"	"correct"	"correct"
"2352"	"Sag: Mir geht es gut"	"user-57_2014-11-07_11-18-23_utt_071.wav"	"i am good"	"i am good"	"correct"	"correct"
"2353"	"Frag: Sandalen"	"user-57_2014-11-07_11-18-23_utt_072.wav"	"i would like sandals"	"i would like sandals"	"correct"	"correct"
"2354"	"Frag: rote Sandalen"	"user-57_2014-11-07_11-18-23_utt_073.wav"	"i would like red sandals"	"i would like red sandals"	"correct"	"correct"
"2355"	"Frag: Grösse 36"	"user-57_2014-11-07_11-18-23_utt_074.wav"	"thirty six"	"thirty-six"	"correct"	"correct"
"2356"	"Frag: ein T-Shirt"	"user-57_2014-11-07_11-18-23_utt_075.wav"	"i would like a t-shirt"	"i would like a t-shirt"	"correct"	"correct"
"2357"	"Frag: ein braunes T-Shirt"	"user-57_2014-11-07_11-18-23_utt_076.wav"	"i would like a from t-shirt"	"i would like a brown t-shirt"	"correct"	"correct"
"2358"	"Frag: eine S"	"user-57_2014-11-07_11-18-23_utt_078.wav"	"small"	"small"	"correct"	"correct"
"2359"	"Sag: Dies ist zu eng"	"user-57_2014-11-07_11-18-23_utt_079.wav"	"this is too trousers is too too with"	"this is too xxx this is too xxx"	"incorrect"	"incorrect"
"2361"	"Sag: Dies ist zu eng"	"user-57_2014-11-07_11-18-23_utt_081.wav"	"this is too tight"	"this is too tight"	"correct"	"correct"
"2362"	"Sag du möchtest nicht: dieses T-Shirt"	"user-57_2014-11-07_11-18-23_utt_082.wav"	"i do not want this t-shirt"	"i do not want this t-shirt"	"correct"	"correct"
"2366"	"Frag: Zimmer für 5 Nächte"	"user-57_2014-11-08_08-52-04_utt_003.wav"	"a room for five nights"	"a room for five nights"	"correct"	"correct"
"2367"	"Frag: Suite"	"user-57_2014-11-08_08-52-04_utt_005.wav"	"a suite"	"suite"	"correct"	"correct"
"2368"	"Frag: Suite"	"user-57_2014-11-08_08-52-04_utt_006.wav"	"i would like a suite"	"i would like a suite"	"correct"	"correct"
"2369"	"Sag: Ich möchte mit Mastercard bezahlen"	"user-57_2014-11-08_08-52-04_utt_007.wav"	"can i pay with mastercard"	"can i pay with mastercard"	"correct"	"correct"
"2372"	"Frag: Gibt es ein Fitnessstudio?"	"user-57_2014-11-08_08-52-04_utt_010.wav"	"is there a fitness studio"	"is there a fitness studio"	"correct"	"correct"
"2373"	"Frag: Wo ist das Fitnessstudio?"	"user-57_2014-11-08_08-52-04_utt_011.wav"	"where is the fitness studio where is the fitness studio"	"where is the fitness studio where is the fitness studio"	"correct"	"correct"
"2374"	"Frag: Wo ist das Fitnessstudio?"	"user-57_2014-11-08_08-52-04_utt_012.wav"	"where is the fitness studio"	"where is the fitness studio"	"correct"	"correct"
"2375"	"Frag: Wo ist das Fitnessstudio?"	"user-57_2014-11-08_08-52-04_utt_013.wav"	"where is the fitness studio"	"where is the fitness studio"	"correct"	"correct"
"2376"	"Frag: ein Ticket nach London"	"user-57_2014-11-08_08-52-04_utt_016.wav"	"i would like a ticket to london"	"i would like a ticket to london"	"correct"	"correct"
"2378"	"Sag: Ich möchte um 9 Uhr morgen abreisen"	"user-57_2014-11-08_08-52-04_utt_018.wav"	"i would like to leave on ninety to morning"	"i would like to leave on ninety to morning"	"incorrect"	"incorrect"
"2379"	"Frag: Wie viel kostet es?"	"user-57_2014-11-08_08-52-04_utt_020.wav"	"how much does it cost"	"how much do it cost"	"incorrect"	"correct"
"2381"	"Frag: billigeres Ticket"	"user-57_2014-11-08_08-52-04_utt_022.wav"	"i would like a cheaper ticket"	"i would like a cheaper ticket"	"correct"	"correct"
"2382"	"Sag: Ich heisse Erica"	"user-57_2014-11-08_08-52-04_utt_024.wav"	"my name is erica"	"my name is erica"	"correct"	"correct"
"2383"	"Sag: Ich bin aus Australien"	"user-57_2014-11-08_08-52-04_utt_025.wav"	"i am from australia"	"i am from australia"	"correct"	"correct"
"2384"	"Sag: Ich heisse Andy"	"user-57_2014-11-08_08-52-04_utt_028.wav"	"my name is andy"	"my name is andy"	"correct"	"correct"
"2385"	"Sag: Ich bin aus Australien"	"user-57_2014-11-08_08-52-04_utt_029.wav"	"i am from australia"	"i am from australia"	"correct"	"correct"
"2387"	"Sag: Ich möchte mit Postkarte bezahlen"	"user-57_2014-11-08_08-52-04_utt_032.wav"	"can i pay with post card"	"can i pay with post card"	"correct"	"correct"
"2391"	"Frag: 3 Musical-Tickets"	"user-57_2014-11-08_08-52-04_utt_038.wav"	"i would like three musical tickets"	"i would like three musical tickets"	"correct"	"correct"
"2392"	"Sag: Ich möchte morgen gehen"	"user-57_2014-11-08_08-52-04_utt_039.wav"	"i would like to go tomorrow"	"i would like to go tomorrow"	"correct"	"correct"
"2393"	"Frag: 3 Tickets für Starlight Express"	"user-57_2014-11-08_08-52-04_utt_040.wav"	"three tickets for starlight express"	"three tickets for starlight express"	"correct"	"correct"
"2394"	"Frag: 3 Tickets für Starlight Express"	"user-57_2014-11-08_08-52-04_utt_041.wav"	"i would like three tickets for starlight express"	"i would like three tickets for starlight express"	"correct"	"correct"
"2395"	"Frag: Ticket für dieses Musical"	"user-57_2014-11-08_08-52-04_utt_042.wav"	"i would i would like tickets for this musical"	"i would i would like tickets for this musical"	"correct"	"correct"
"2398"	"Frag: 4 Tickets"	"user-57_2014-11-08_08-52-04_utt_045.wav"	"i would like three four tickets"	"i would like vier*v four tickets"	"correct"	"correct"
"2399"	"Frag: 4 Tickets"	"user-57_2014-11-08_08-52-04_utt_046.wav"	"i would like four tickets"	"i would like four tickets"	"correct"	"correct"
"2400"	"Frag: 4 Tickets"	"user-57_2014-11-08_08-52-04_utt_047.wav"	"four tickets"	"four tickets"	"correct"	"correct"
"2401"	"Frag: eine Cola"	"user-57_2014-11-08_08-52-04_utt_051.wav"	"i would like to"	"i would like a coke"	"correct"	"correct"
"2402"	"Frag: den Sonntagsbraten"	"user-57_2014-11-08_08-52-04_utt_052.wav"	"i would like a sunday roast"	"i would like a sunday roast"	"correct"	"correct"
"2404"	"Frag: Erbsen"	"user-57_2014-11-08_08-52-04_utt_054.wav"	""	"*silent"	"incorrect"	"incorrect"
"2405"	"Frag: Erbsen"	"user-57_2014-11-08_08-52-04_utt_055.wav"	"i would like pay"	"i would like pigs"	"incorrect"	"incorrect"
"2406"	"Frag: Ich möchte die Dessertkarte"	"user-57_2014-11-08_08-52-04_utt_056.wav"	"i would like the dessert menu"	"i would like the dessert menu"	"correct"	"correct"
"2407"	"Frag: Apfelkuchen"	"user-57_2014-11-08_08-52-04_utt_057.wav"	"i would like a tea"	"i would like a apple pee"	"incorrect"	"incorrect"
"2408"	"Frag: Ich möchte die Rechnung"	"user-57_2014-11-08_08-52-04_utt_058.wav"	"i would like the check"	"i would like the check"	"correct"	"correct"
"2409"	"Sag: Ich möchte mit Mastercard bezahlen"	"user-57_2014-11-08_08-52-04_utt_059.wav"	"i would like to pay with mastercard"	"i would like to pay with mastercard"	"correct"	"correct"
"2410"	"Frag: Wo ist die Tate Modern?"	"user-57_2014-11-08_08-52-04_utt_062.wav"	"where is the tate modern"	"where is the tate modern"	"correct"	"correct"
"2411"	"Frag: Wo ist Piccadilly Circus?"	"user-57_2014-11-08_08-52-04_utt_063.wav"	"where is the piccadilly circus"	"where is the piccadilly circus"	"incorrect"	"correct"
"2412"	"Frag: Welcher Bus fährt dorthin?"	"user-57_2014-11-08_08-52-04_utt_064.wav"	"which bus goes there"	"which bus goes there"	"correct"	"correct"
"2413"	"Sag: Es ist nahe der Bank of England"	"user-57_2014-11-08_08-52-04_utt_066.wav"	"this is near bank of england this is near the bank of england"	"this is near the bank of england this is near the bank of england"	"correct"	"correct"
"2414"	"Sag: Mir geht es gut"	"user-57_2014-11-08_08-52-04_utt_069.wav"	"i am good"	"i am good"	"correct"	"correct"
"2415"	"Frag: Stiefel"	"user-57_2014-11-08_08-52-04_utt_070.wav"	"i would like boots"	"i would like boots"	"correct"	"correct"
"2416"	"Frag: rote Stiefel"	"user-57_2014-11-08_08-52-04_utt_071.wav"	"i would like red boots"	"i would like red boots"	"correct"	"correct"
"2417"	"Frag: Grösse 43"	"user-57_2014-11-08_08-52-04_utt_073.wav"	"thirty three"	"forty three"	"correct"	"correct"
"2418"	"Frag: Jeans"	"user-57_2014-11-08_08-52-04_utt_074.wav"	"i would like jeans"	"i would like jeans"	"correct"	"correct"
"2419"	"Frag: weisse Jeans"	"user-57_2014-11-08_08-52-04_utt_075.wav"	"i would like white jeans"	"i would like white jeans"	"correct"	"correct"
"2420"	"Frag: eine L"	"user-57_2014-11-08_08-52-04_utt_076.wav"	"large"	"large"	"correct"	"correct"
"2421"	"Frag: Wie viel kostet die Jeans?"	"user-57_2014-11-08_08-52-04_utt_077.wav"	"how much cost these jeans"	"how much cost this jeans"	"incorrect"	"correct"
"2422"	"Sag: Dies ist zu teuer"	"user-57_2014-11-08_08-52-04_utt_078.wav"	"this is too expensive"	"this is too expensive"	"correct"	"correct"
"2423"	"Sag: Mir geht es gut"	"user-57_2014-11-08_08-52-04_utt_081.wav"	"i am good"	"i am good"	"correct"	"correct"
"2424"	"Frag: Sandalen"	"user-57_2014-11-08_08-52-04_utt_082.wav"	"i would like sandals"	"i would like sandals"	"correct"	"correct"
"2425"	"Frag: rote Sandalen"	"user-57_2014-11-08_08-52-04_utt_083.wav"	"i would like red sandals"	"i would like red sandals"	"correct"	"correct"
"2426"	"Frag: Grösse 37"	"user-57_2014-11-08_08-52-04_utt_085.wav"	"thirty seven"	"thirty-seven"	"correct"	"correct"
"2427"	"Frag: ein Hemd"	"user-57_2014-11-08_08-52-04_utt_086.wav"	"i would like a shirt"	"i would like a shirt"	"correct"	"correct"
"2428"	"Frag: ein rotes Hemd"	"user-57_2014-11-08_08-52-04_utt_087.wav"	"i would like a red shirt"	"i would like a red shirt"	"correct"	"correct"
"2430"	"Frag: eine L"	"user-57_2014-11-08_08-52-04_utt_090.wav"	"large"	"large"	"correct"	"correct"
"2431"	"Frag: Wie viel kostet das Hemd?"	"user-57_2014-11-08_08-52-04_utt_091.wav"	"how much costed this t-shirt"	"how much cost this shirt"	"incorrect"	"correct"
"2432"	"Sag: Dies ist zu teuer"	"user-57_2014-11-08_08-52-04_utt_092.wav"	"this is too expensive"	"this is too expensive"	"correct"	"correct"
"2433"	"Sag: Ich heisse Thomas"	"user-57_2014-11-08_08-52-04_utt_096.wav"	"my name is thomas"	"my name is thomas"	"correct"	"correct"
"2434"	"Sag: Ich bin aus Portugal"	"user-57_2014-11-08_08-52-04_utt_097.wav"	"i am from portugal"	"i am from portugal"	"correct"	"correct"
"2436"	"Sag: Ich habe 4 Brüder"	"user-57_2014-11-08_08-52-04_utt_099.wav"	"i have four older young brothers i have for brothers"	"i have four older you*a brothers i have four brothers"	"correct"	"correct"
"2437"	"Sag: Ich habe 4 Brüder"	"user-57_2014-11-08_08-52-04_utt_100.wav"	"i have four brothers"	"i have four brothers"	"correct"	"correct"
"2438"	"Sag: Ich gehe in die Ferien"	"user-57_2014-11-08_08-52-04_utt_101.wav"	"i'm going on holidays"	"i'm going in the holidays"	"incorrect"	"incorrect"
"2439"	"Sag: Dies ist mein Pass"	"user-57_2014-11-08_08-52-04_utt_102.wav"	"yes it is my passport"	"yes it is my passport"	"correct"	"correct"
"2440"	"Sag: Ich habe keine Reservation"	"user-57_2014-11-10_16-20-38_utt_002.wav"	"i do not have a reservation"	"i do not have a reservation"	"correct"	"correct"
"2441"	"Frag: Zimmer für 3 Nächte"	"user-57_2014-11-10_16-20-38_utt_003.wav"	"i would like a room for three nights"	"i would like a room for three nights"	"correct"	"correct"
"2442"	"Frag: Doppelzimmer"	"user-57_2014-11-10_16-20-38_utt_005.wav"	"i would like a double room"	"i would like a double room"	"correct"	"correct"
"2443"	"Sag: Ich möchte mit Visa bezahlen"	"user-57_2014-11-10_16-20-38_utt_007.wav"	"can i pay with visa"	"can i pay with visa"	"correct"	"correct"
"2444"	"Frag: Gibt es ein Hotelrestaurant?"	"user-57_2014-11-10_16-20-38_utt_008.wav"	"is there a hotel restaurant"	"is there a hotel restaurant"	"correct"	"correct"
"2445"	"Frag: Wo ist das Hotelrestaurant?"	"user-57_2014-11-10_16-20-38_utt_009.wav"	"where is the hotel restaurant"	"where is the hotel restaurant"	"correct"	"correct"
"2446"	"Frag: Wo ist das Hotelrestaurant?"	"user-57_2014-11-10_16-20-38_utt_010.wav"	"where is the hotel restaurant"	"where is the hotel restaurant"	"correct"	"correct"
"2447"	"Frag: Wo ist das Hotelrestaurant?"	"user-57_2014-11-10_16-20-38_utt_011.wav"	"where is the hotel restaurant"	"where is the hotel restaurant"	"correct"	"correct"
"2448"	"Frag: ein Ticket nach London"	"user-57_2014-11-10_16-20-38_utt_014.wav"	"i would like a ticket to london"	"i would like a ticket to london"	"correct"	"correct"
"2450"	"Sag: Ich heisse Barbara"	"user-57_2014-11-10_16-20-38_utt_016.wav"	"my name is barbara my name is barbara"	"my name is barbara my name is barbara"	"correct"	"correct"
"2451"	"Sag: Ich bin aus Schottland"	"user-57_2014-11-10_16-20-38_utt_017.wav"	"i am from scotland"	"i am from scotland"	"correct"	"correct"
"2452"	"Sag: Ich heisse Thomas"	"user-57_2014-11-10_16-20-38_utt_020.wav"	"my name is thomas"	"my name is thomas"	"correct"	"correct"
"2453"	"Sag: Ich bin aus Österreich"	"user-57_2014-11-10_16-20-38_utt_021.wav"	"i am from austria"	"i am from austria*z"	"correct"	"correct"
"2455"	"Sag: Ich habe 4 Schwestern"	"user-57_2014-11-10_16-20-38_utt_023.wav"	"i have four sisters"	"i have four sisters"	"correct"	"correct"
"2456"	"Sag: Ich gehe in die Ferien"	"user-57_2014-11-10_16-20-38_utt_024.wav"	"i am going on holidays"	"i am going on the holidays"	"incorrect"	"correct"
"2457"	"Sag: Dies ist mein Pass"	"user-57_2014-11-10_16-20-38_utt_025.wav"	"yes it is my passport"	"yes it is my passport"	"correct"	"correct"
"2460"	"Frag: 3 Musical-Tickets"	"user-57_2014-11-10_16-20-38_utt_032.wav"	"i would like three musical tickets"	"i would like three musical tickets"	"correct"	"correct"
"2461"	"Frag: 3 Tickets für Montagabend"	"user-57_2014-11-10_16-20-38_utt_033.wav"	"i would like three tickets for monday evening"	"i would like three tickets for monday evening"	"correct"	"correct"
"2462"	"Frag: 3 Tickets für Billy Elliot"	"user-57_2014-11-10_16-20-38_utt_035.wav"	"i would like three tickets for billy elliot"	"i would like three tickets for billy elliot"	"correct"	"correct"
"2464"	"Frag: Tickets für das Science Museum"	"user-57_2014-11-10_16-20-38_utt_037.wav"	"i would like tickets for the science museum"	"i would like tickets for the science*z museum"	"correct"	"correct"
"2465"	"Frag: 4 Tickets"	"user-57_2014-11-10_16-20-38_utt_038.wav"	"four tickets please"	"four tickets please"	"correct"	"correct"
"2466"	"Frag: 4 Tickets"	"user-57_2014-11-10_16-20-38_utt_039.wav"	"i would like for tickets please"	"i would like four tickets please"	"correct"	"correct"
"2467"	"Frag: 4 Tickets"	"user-57_2014-11-10_16-20-38_utt_040.wav"	"i would like four tickets please"	"i would like four tickets please"	"correct"	"correct"
"2468"	"Frag: ein Wasser mit Kohlensäure"	"user-57_2014-11-10_16-20-38_utt_044.wav"	"i would like a still water"	"i would like a still water"	"incorrect"	"incorrect"
"2469"	"Frag: ein Wasser mit Kohlensäure"	"user-57_2014-11-10_16-20-38_utt_045.wav"	"i would like a carbonated water without"	"i would like a carbonated*z water without"	"incorrect"	"incorrect"
"2470"	"Frag: ein Wasser mit Kohlensäure"	"user-57_2014-11-10_16-20-38_utt_046.wav"	"i would like a still water"	"i would like a still water"	"incorrect"	"incorrect"
"2471"	"Frag: den Sonntagsbraten"	"user-57_2014-11-10_16-20-38_utt_048.wav"	"i would like a sunday roast"	"i would like a sunday roast"	"correct"	"correct"
"2473"	"Frag: etwas Knoblauchbrot"	"user-57_2014-11-10_16-20-38_utt_050.wav"	"i would like some garlic bread"	"i would like some garlic bread"	"correct"	"correct"
"2474"	"Frag: Ich möchte die Dessertkarte"	"user-57_2014-11-10_16-20-38_utt_051.wav"	"i would like the dessert menu"	"i would like the dessert menu"	"correct"	"correct"
"2475"	"Frag: Apfelkuchen"	"user-57_2014-11-10_16-20-38_utt_052.wav"	"i would like a double please"	"i would like the apple pee"	"incorrect"	"incorrect"
"2476"	"Frag: Apfelkuchen"	"user-57_2014-11-10_16-20-38_utt_053.wav"	"i would like saturday"	"i would like the apple pee"	"incorrect"	"incorrect"
"2477"	"Frag: Apfelkuchen"	"user-57_2014-11-10_16-20-38_utt_054.wav"	"i would like the chocolate please"	"i would like the apple pee"	"incorrect"	"incorrect"
"2478"	"Frag: Ich möchte die Rechnung"	"user-57_2014-11-10_16-20-38_utt_055.wav"	"i would like the check"	"i would like the check"	"correct"	"correct"
"2479"	"Sag: Ich möchte mit Mastercard bezahlen"	"user-57_2014-11-10_16-20-38_utt_056.wav"	"i would like to pay with mastercard"	"i would like to pay with mastercard"	"correct"	"correct"
"2480"	"Frag: ein Wasser ohne Kohlensäure"	"user-57_2014-11-10_16-20-38_utt_059.wav"	"i want a still water"	"i want a still water"	"correct"	"correct"
"2481"	"Frag: einen Hamburger"	"user-57_2014-11-10_16-20-38_utt_060.wav"	"i would like a hamburger"	"i would like a hamburger"	"correct"	"correct"
"2482"	"Frag: meinen Hamburger medium"	"user-57_2014-11-10_16-20-38_utt_061.wav"	"i would like my hamburger medium"	"i would like my hamburger medium"	"correct"	"correct"
"2483"	"Frag: etwas Knoblauchbrot"	"user-57_2014-11-10_16-20-38_utt_062.wav"	"i would like some swimming garlic bread"	"i would like something garlic bread"	"incorrect"	"correct"
"2484"	"Frag: etwas Knoblauchbrot"	"user-57_2014-11-10_16-20-38_utt_063.wav"	"i would like some garlic bread"	"i would like some garlic bread"	"correct"	"correct"
"2485"	"Frag: Ich möchte die Dessertkarte"	"user-57_2014-11-10_16-20-38_utt_064.wav"	"i would like the dessert menu"	"i would like the dessert menu"	"correct"	"correct"
"2487"	"Frag: Ich möchte die Rechnung"	"user-57_2014-11-10_16-20-38_utt_066.wav"	"i would like the check"	"i would like the check"	"correct"	"correct"
"2488"	"Sag: Ich möchte mit Postkarte bezahlen"	"user-57_2014-11-10_16-20-38_utt_067.wav"	"i would like to pay with post card"	"i would like to pay with post card"	"correct"	"correct"
"2489"	"Frag: Wo ist das Science Museum?"	"user-57_2014-11-10_16-20-38_utt_070.wav"	"where is the science museum"	"where*z is the science*z museum"	"correct"	"correct"
"2490"	"Frag: Wo ist Piccadilly Circus?"	"user-57_2014-11-10_16-20-38_utt_071.wav"	"where is the piccadilly circus"	"where is the piccadilly circus*z"	"incorrect"	"correct"
"2491"	"Frag: Welcher Bus fährt dorthin?"	"user-57_2014-11-10_16-20-38_utt_072.wav"	"which bus goes there"	"which bus goes there"	"correct"	"correct"
"2492"	"Sag: Marble Arch ist gegenüber dem Hyde Park"	"user-57_2014-11-10_16-20-38_utt_074.wav"	"marble arch is opposite hyde park"	"marble arch is opposite hyde park"	"correct"	"correct"
"2493"	"Sag: Mir geht es gut"	"user-57_2014-11-10_16-20-38_utt_077.wav"	"i am good"	"i am good"	"correct"	"correct"
"2494"	"Frag: Sandalen"	"user-57_2014-11-10_16-20-38_utt_078.wav"	"i would like sandals"	"i would like sandals"	"correct"	"correct"
"2495"	"Frag: blaue Sandalen"	"user-57_2014-11-10_16-20-38_utt_079.wav"	"i would like blue sandals"	"i would like blue sandals"	"correct"	"correct"
"2496"	"Frag: Grösse 42"	"user-57_2014-11-10_16-20-38_utt_081.wav"	"forty-two"	"forty-two"	"correct"	"correct"
"2497"	"Frag: ein Hemd"	"user-57_2014-11-10_16-20-38_utt_082.wav"	"i would like a shirt"	"i would like a shirt"	"correct"	"correct"
"2498"	"Frag: ein rotes Hemd"	"user-57_2014-11-10_16-20-38_utt_083.wav"	"i would like a red shirt"	"i would like a red shirt"	"correct"	"correct"
"2500"	"Frag: eine S"	"user-57_2014-11-10_16-20-38_utt_086.wav"	"small"	"small"	"correct"	"correct"
"2501"	"Frag: Wie viel kostet es?"	"user-57_2014-11-10_16-20-38_utt_087.wav"	"how much is it"	"how much is it"	"correct"	"correct"
"2502"	"Sag: Dies ist zu teuer"	"user-57_2014-11-10_16-20-38_utt_088.wav"	"this is too expensive"	"this is too expensive"	"correct"	"correct"
"2503"	"Sag: Ich habe keine Reservation"	"user-57_2014-11-11_16-55-24_utt_002.wav"	"i do not have a reservation i do not have a reservation"	"i do not have a reservation i do not have a reservation"	"correct"	"correct"
"2504"	"Frag: Zimmer für 3 Nächte"	"user-57_2014-11-11_16-55-24_utt_003.wav"	"i would like a room for three nights"	"i would like a room for three nights"	"correct"	"correct"
"2505"	"Frag: Einzelzimmer"	"user-57_2014-11-11_16-55-24_utt_004.wav"	"i would like a single room"	"i would like a single room"	"correct"	"correct"
"2506"	"Sag: Ich möchte mit Mastercard bezahlen"	"user-57_2014-11-11_16-55-24_utt_006.wav"	"can i pay with mastercard"	"can i pay with mastercard"	"correct"	"correct"
"2508"	"Frag: Wo ist der Lift?"	"user-57_2014-11-11_16-55-24_utt_008.wav"	"who is the elevator"	"who is the elevator"	"incorrect"	"incorrect"
"2511"	"Frag: Wo ist der Haarföhn?"	"user-57_2014-11-11_16-55-24_utt_013.wav"	"where is the hairdryer"	"where is the hairdryer"	"correct"	"correct"
"2512"	"Frag: Wo ist der Haarföhn?"	"user-57_2014-11-11_16-55-24_utt_014.wav"	"where is the hairdryer"	"where is the hairdryer"	"correct"	"correct"
"2513"	"Frag: 4 Tickets nach London"	"user-57_2014-11-11_16-55-24_utt_017.wav"	"four tickets to london please"	"four tickets to london please"	"correct"	"correct"
"2515"	"Sag: Ich heisse James"	"user-57_2014-11-11_16-55-24_utt_020.wav"	"my name is james"	"my name is james"	"correct"	"correct"
"2516"	"Sag: Ich bin aus Portugal"	"user-57_2014-11-11_16-55-24_utt_021.wav"	"i am from portugal"	"i am from portugal"	"correct"	"correct"
"2517"	"Sag: Ich heisse Nick"	"user-57_2014-11-11_16-55-24_utt_024.wav"	"my name is nick"	"my name is nick"	"correct"	"correct"
"2518"	"Sag: Ich bin aus Deutschland"	"user-57_2014-11-11_16-55-24_utt_025.wav"	"i am from germany"	"i am from germany"	"correct"	"correct"
"2519"	"Sag: Deutschland ist nicht in Afrika"	"user-57_2014-11-11_16-55-24_utt_026.wav"	"germany is not in africa"	"germany is not in africa"	"correct"	"correct"
"2520"	"Sag: Deutschland ist in Europa"	"user-57_2014-11-11_16-55-24_utt_027.wav"	"germany is in europe"	"germany is in europe"	"correct"	"correct"
"2521"	"Sag: Die Hauptstadt von Deutschland ist Berlin"	"user-57_2014-11-11_16-55-24_utt_029.wav"	"the capital of germany is berlin"	"the capital of germany is berlin"	"correct"	"correct"
"2522"	"Sag: Ich habe 3 Schwestern"	"user-57_2014-11-11_16-55-24_utt_030.wav"	"i have three sisters"	"i have three sisters"	"correct"	"correct"
"2523"	"Sag: Ich habe 3 Schwestern"	"user-57_2014-11-11_16-55-24_utt_031.wav"	"i have three sisters"	"i have three sisters"	"correct"	"correct"
"2524"	"Sag: Ich gehe in die Ferien"	"user-57_2014-11-11_16-55-24_utt_032.wav"	"i'm going on holidays"	"i'm going in the holidays"	"incorrect"	"incorrect"
"2525"	"Sag: Dies ist mein Pass"	"user-57_2014-11-11_16-55-24_utt_033.wav"	"yes it is my passport"	"yes it is my passport"	"correct"	"correct"
"2526"	"Frag: ein Ticket zum Trafalgar Square"	"user-57_2014-11-11_16-55-24_utt_036.wav"	"a ticket to trafalgar store"	"a ticket to trafalgar*z scar"	"incorrect"	"incorrect"
"2527"	"Frag: ein Ticket zum Trafalgar Square"	"user-57_2014-11-11_16-55-24_utt_037.wav"	"i would like a ticket to trafalgar store"	"i would like a ticket to trafalgar*z star"	"incorrect"	"incorrect"
"2528"	"Sag: Ich möchte mit Mastercard bezahlen"	"user-57_2014-11-11_16-55-24_utt_038.wav"	"i would like pay with mastercard"	"i would like pay with mastercard"	"incorrect"	"correct"
"2529"	"Frag: 3 Musical-Tickets"	"user-57_2014-11-11_16-55-24_utt_041.wav"	"i would like three musical tickets"	"i would like three musical tickets"	"correct"	"correct"
"2531"	"Frag: 3 Tickets für Samstagabend"	"user-57_2014-11-11_16-55-24_utt_043.wav"	"i would like three tickets for saturday evening"	"i would like three tickets for saturday evening"	"correct"	"correct"
"2532"	"Frag: 3 Tickets für Mamma Mia"	"user-57_2014-11-11_16-55-24_utt_045.wav"	"i would like three tickets for mamma mia"	"i would like three tickets for mamma mia"	"correct"	"correct"
"2533"	"Sag: Ich möchte hinten sitzen"	"user-57_2014-11-11_16-55-24_utt_046.wav"	"i want to sit back"	"i want to sit back"	"incorrect"	"incorrect"
"2534"	"Frag: Tickets für das British Museum"	"user-57_2014-11-11_16-55-24_utt_047.wav"	"i would like tickets for the british museum"	"i would like tickets for the british museum"	"correct"	"correct"
"2535"	"Frag: 4 Tickets"	"user-57_2014-11-11_16-55-24_utt_048.wav"	"i would like four tickets"	"i would like four tickets"	"correct"	"correct"
"2536"	"Frag: ein Wasser ohne Kohlensäure"	"user-57_2014-11-11_16-55-24_utt_051.wav"	"i want water only car"	"i want a water ohne*v kohlensäure*v"	"incorrect"	"incorrect"
"2537"	"Frag: ein Wasser ohne Kohlensäure"	"user-57_2014-11-11_16-55-24_utt_052.wav"	"i would like a still water"	"i would like a still water"	"correct"	"correct"
"2538"	"Frag: einen Hamburger"	"user-57_2014-11-11_16-55-24_utt_053.wav"	"i would like a hamburger"	"i would like a hamburger"	"correct"	"correct"
